uuid,fish_id,age,length,weight,month,is_male,is_female,is_unknown,is_plaice,is_herring
7637904a-3d91-43ad-9cad-f55795fc60f9,CAR-025-44-1004,13,0.34,0.339,0.75,0,1,0,1,0
7c2de575-7646-41f7-afc9-27d98051467e,CAR-025-41-0962,5,0.21,0.082,0.75,0,1,0,1,0
0133e7c2-4b47-45cf-a1c0-48741d79fca4,CAR-025-4-0053,4,0.17,0.04,0.75,0,1,0,1,0
786db432-57b9-4a1c-9a14-ee31edf0ed34,CAR-025-45-1016,14,0.4,0.446,0.75,0,1,0,1,0
2861d3f7-c2ed-42aa-a92a-cac6cd4db24a,CAR-025-55-1262,6,0.2,0.055,0.75,1,0,0,1,0
a285146d-5069-4e63-a3ce-88daa1627406,CAR-025-40-0919,6,0.22,0.08,0.75,1,0,0,1,0
1885f307-4c34-41d1-bead-529e0c95ab1f,TEL-232-52-0365,5,0.22,0.077,0.75,0,0,1,1,0
2c165fe5-9fd2-437d-85c7-c5f82d977933,CAR-025-31-0743,8,0.26,0.133,0.75,0,1,0,1,0
a3c29f23-1867-4883-80f9-63e6dad49127,TEL-232-20-0009,9,0.3,0.209,0.75,0,0,1,1,0
2e090bd7-b989-4c68-92af-ea84df70944a,TEL-232-24-0101,2,0.07,0.002,0.75,0,0,1,1,0
9cff11bb-b1b1-4849-85c9-347c10c7039b,CAR-025-54-1226,4,0.17,0.03,0.75,1,0,0,1,0
d28220fd-d45a-4c4d-bb2b-ddba42218b68,CAR-025-5-0097,6,0.26,0.137,0.75,0,1,0,1,0
275ab063-2d97-4a25-a300-e8de6e2c75b2,CAR-025-30-0707,6,0.21,0.063,0.75,1,0,0,1,0
c245ee26-a8cc-48f9-b089-046dd3af0bdb,CAR-025-39-0896,8,0.33,0.335,0.75,0,1,0,1,0
c50c210f-baef-4015-8d8f-e18dfade89b2,CAR-025-36-0837,9,0.26,0.136,0.75,0,1,0,1,0
a32b2a1b-629e-4241-8d1f-31ad0b3d3ad6,CAR-025-3-0027,3,0.18,0.041,0.75,1,0,0,1,0
cb1ed37a-61e6-4898-a969-bbbdeb710d72,CAR-025-72-1697,4,0.15,0.024,0.75,1,0,0,1,0
cb71c436-8f1a-46c1-b77d-85aa9b132369,CAR-025-62-1463,6,0.29,0.218,0.75,0,1,0,1,0
5f779ad9-bb2b-4053-bdf0-f295a534f72f,CAR-025-65-1553,10,0.37,0.466,0.75,0,1,0,1,0
a2210a16-866a-41cc-9300-beb1a24be9ec,CAR-025-75-1827,4,0.18,0.042,0.75,0,1,0,1,0
ab496b61-ba32-4e54-9869-80c9d778b7ea,CAR-025-27-0587,8,0.24,0.089,0.75,1,0,0,1,0
dff2123c-4348-4b0d-b80d-02dd9451281d,CAR-025-50-1152,10,0.3,0.19,0.75,0,1,0,1,0
9b715ae7-5939-4ff1-9360-65572f2ec030,CAR-025-58-1382,2,0.14,0.019,0.75,0,1,0,1,0
b0e74ae7-d314-4bcf-85cd-deb6fda93637,CAR-025-14-0277,4,0.18,0.039,0.75,0,1,0,1,0
25133d59-ff00-4e4d-91eb-42fa692b1f99,TEL-232-20-0006,8,0.22,0.078,0.75,0,0,1,1,0
741a58cf-be9c-4b46-add6-17b02389a1c8,TEL-232-20-0005,11,0.34,0.293,0.75,0,0,1,1,0
689cb0a7-4c71-432f-9b62-10f2835826ff,CAR-025-46-1057,10,0.23,0.08,0.75,0,1,0,1,0
cf62968b-90ac-4e8e-a9b7-fe8c37cd6437,CAR-025-51-1196,1,0.09,0.004,0.75,0,0,1,1,0
9726e851-8057-4d32-82b3-0c67b615bf93,CAR-025-76-1866,5,0.25,0.126,0.75,0,1,0,1,0
9110d1b3-a820-4423-988f-e4f6368f4782,CAR-025-66-1592,2,0.11,0.01,0.75,0,0,1,1,0
9e8a0127-353e-4ee2-8736-58817a6f4a8d,CAR-025-57-1323,4,0.17,0.034,0.75,1,0,0,1,0
f65e4574-1a7d-4b78-ad1c-4e5a477722a0,CAR-025-29-0682,5,0.18,0.036,0.75,0,1,0,1,0
a139d720-4e7e-43a9-8962-e916bb54b79f,CAR-025-37-0852,6,0.22,0.074,0.75,0,1,0,1,0
b459e821-6523-4ad4-bde7-bc7d2358b9a3,CAR-025-26-0562,5,0.17,0.036,0.75,1,0,0,1,0
6688c7b6-009e-4f8c-935f-44d633b2bb68,CAR-025-20-0496,1,0.07,0.003,0.75,0,0,1,1,0
5e4eb91e-afae-4a8b-991d-b607f3ed7f08,CAR-025-3-0006,5,0.23,0.093,0.75,0,1,0,1,0
04d3e57e-a359-450c-bd9c-63068cf8c6bb,CAR-025-64-1536,9,0.24,0.102,0.75,1,0,0,1,0
79e9a2b3-70d9-403a-9822-1178895b7cef,CAR-025-17-0418,1,0.08,0.002,0.75,0,0,1,1,0
4961b2a6-1e95-489a-8eaa-e0e82b71b8c1,CAR-025-28-0646,9,0.29,0.182,0.75,0,1,0,1,0
11539578-5c45-4b0c-b6d5-fe9cba491065,CAR-025-18-0439,7,0.23,0.082,0.75,0,1,0,1,0
4e8d3579-a4fe-45a7-adb6-f83fc1442acb,CAR-025-30-0726,3,0.12,0.012,0.75,0,1,0,1,0
3e07c1a3-2f89-456e-a02a-37dffbd5fefb,TEL-232-49-0264,2,0.11,0.009,0.75,0,0,1,1,0
99514d63-439d-4e6e-b3dd-b7751d323c78,CAR-025-18-0450,6,0.28,0.142,0.75,0,1,0,1,0
d792f982-60f2-4321-bc32-2171ee0465a0,CAR-025-54-1207,6,0.23,0.093,0.75,0,1,0,1,0
3dfa0957-8f11-4b9f-9f84-89ffeb851557,CAR-025-40-0938,9,0.26,0.148,0.75,0,1,0,1,0
36ea6966-c24b-4f55-9117-1001af7d9283,CAR-025-38-0873,6,0.21,0.057,0.75,1,0,0,1,0
875883ae-fb31-4eaf-8447-7af95df4bdc2,TEL-232-25-0150,10,0.28,0.145,0.75,0,0,1,1,0
19064bb3-b55e-447b-a1c4-3569101815cc,TEL-232-25-0153,4,0.16,0.026,0.75,0,0,1,1,0
471e9208-6c91-4e70-a8f7-225fc5374a24,CAR-025-55-1243,7,0.25,0.108,0.75,0,1,0,1,0
b557b0f1-e2f6-4da0-ac66-92245e303b67,CAR-025-73-1736,10,0.26,0.115,0.75,0,1,0,1,0
582482d6-2506-439c-a58b-9dda8d5fe3cd,CAR-025-19-0494,3,0.15,0.024,0.75,1,0,0,1,0
9f44115e-acf8-4ed3-92d5-6fd24fe744c6,CAR-025-4-0072,4,0.2,0.059,0.75,1,0,0,1,0
d625ed5e-dffc-49d9-9c7b-4e02805ab617,CAR-025-13-0222,11,0.4,0.513,0.75,0,1,0,1,0
d4db8583-3758-45a2-8463-dff28442f669,CAR-025-71-1677,10,0.29,0.209,0.75,0,1,0,1,0
c86761d8-a83a-460c-9b62-7b014889eb75,CAR-025-6-0133,4,0.18,0.046,0.75,0,1,0,1,0
3021b6b7-a98f-493b-ba75-407a32f82949,CAR-025-25-0523,10,0.25,0.112,0.75,1,0,0,1,0
76317696-cfd1-4579-b6ad-3bf6849373d4,TEL-232-20-0020,12,0.47,0.946,0.75,0,0,1,1,0
365c5e4b-4847-4e54-8b8d-163d256a6cf2,CAR-025-7-0177,4,0.17,0.032,0.75,1,0,0,1,0
9f1deef8-c8c7-46d2-a171-70b1d708d9d5,CAR-025-34-0793,2,0.13,0.015,0.75,0,1,0,1,0
64109058-cd80-4656-9f7a-14eb85bd776a,CAR-025-56-1282,4,0.15,0.025,0.75,1,0,0,1,0
f376819e-0076-46f1-a532-c1a9984948a0,TEL-232-26-0161,6,0.23,0.083,0.75,0,0,1,1,0
35c2c6dc-10f4-4319-9346-9c703018cae4,TEL-232-26-0162,9,0.27,0.146,0.75,0,0,1,1,0
a9477dc7-81e3-4203-af74-ce5ea847b9ab,TEL-232-50-0305,2,0.06,0.001,0.75,0,0,1,1,0
c3e156b9-feb1-4575-9d23-7d4000763261,TEL-232-50-0268,6,0.21,0.065,0.75,0,0,1,1,0
b87fd7b9-e387-43cc-98ed-d156f64f1763,CAR-025-14-0280,3,0.17,0.035,0.75,0,1,0,1,0
76fd1d28-5716-4509-9b8f-af5fd17e9a0e,CAR-025-51-1188,2,0.13,0.014,0.75,1,0,0,1,0
9e7301ef-f03d-417e-86fb-29db39529de5,CAR-025-46-1049,15,0.37,0.458,0.75,0,1,0,1,0
009075ee-006d-4f8c-a0eb-40cf0a943682,TEL-232-68-0444,9,0.23,0.09,0.75,0,0,1,1,0
56254645-838d-4bd8-be0c-18b9f30d3f28,CAR-025-22-0501,3,0.14,0.024,0.75,0,1,0,1,0
16d34eb7-2476-4fc6-b60a-3f1e0e6e361a,TEL-232-68-0447,4,0.19,0.046,0.75,0,0,1,1,0
363c028a-851f-4411-b725-a44ea733376f,CAR-025-14-0269,8,0.29,0.157,0.75,0,1,0,1,0
e19380db-489c-414e-bcb3-0da3f5f4d3fa,TEL-232-72-0514,10,0.31,0.261,0.75,0,0,1,1,0
e9e251af-c673-4ac4-a56e-149468a3668b,TEL-232-72-0517,5,0.2,0.049,0.75,0,0,1,1,0
c62aefaa-d0c3-410c-9621-5d85af8facc9,TEL-232-51-0336,6,0.21,0.068,0.75,0,0,1,1,0
fb99cd86-01af-4f55-91e4-598aab21a733,CAR-025-51-1161,6,0.19,0.044,0.75,1,0,0,1,0
c9cc3dc9-e1ab-4a1d-a94d-8357d1eb63f5,TEL-232-51-0335,6,0.22,0.073,0.75,0,0,1,1,0
e69279d1-9ca7-4296-9272-e6e5657c5c6a,CAR-025-50-1125,6,0.26,0.117,0.75,0,1,0,1,0
58d33e04-37ad-4926-a6b0-7972277e0b0e,CAR-025-58-1375,10,0.27,0.161,0.75,1,0,0,1,0
837a2c47-6d51-499a-b016-89bb8e0437e1,CAR-025-77-1911,3,0.11,0.008,0.75,0,0,1,1,0
fee60e81-a006-40c5-b6a0-3885840ed7f9,CAR-025-57-1354,2,0.08,0.004,0.75,0,0,1,1,0
51176ae4-9133-4d44-b09e-9b3b5580b52e,CAR-025-15-0300,12,0.39,0.436,0.75,0,1,0,1,0
b05e4b3c-390e-4d66-a34c-f33b48b3fa63,CAR-025-56-1310,4,0.14,0.021,0.75,0,0,1,1,0
b4e25f31-621d-4c44-8704-66daf4cab780,CAR-025-76-1891,2,0.12,0.012,0.75,0,0,1,1,0
b3f12fdb-b7e7-4306-81a7-255e8067c87a,CAR-025-60-1411,7,0.26,0.119,0.75,0,1,0,1,0
f913ebfe-cb48-43f0-8cc2-5783a16562f8,CAR-025-66-1565,13,0.25,0.118,0.75,1,0,0,1,0
d4e2233a-4bc8-40fe-baf8-06b87d9b6c50,CAR-025-76-1878,2,0.15,0.022,0.75,1,0,0,1,0
09503784-e493-421f-b390-20a1f7d72761,TEL-232-68-0448,5,0.2,0.055,0.75,0,0,1,1,0
39fb9131-f669-420f-a818-08d4f44045f4,CAR-025-30-0719,4,0.13,0.014,0.75,0,1,0,1,0
4a5f04aa-ea7a-4ba2-8942-c5eb0a6d2141,CAR-025-39-0888,8,0.26,0.116,0.75,1,0,0,1,0
b0da64b8-e052-46e5-8823-b659d1bdaee9,CAR-025-54-1238,1,0.08,0.002,0.75,0,0,1,1,0
36dbc081-6f27-4f33-b589-99b44cffb067,TEL-232-51-0339,0,0.03,0,0.75,0,0,1,1,0
795880f8-a97d-48d6-ae99-92a9244621da,CAR-025-5-0089,4,0.16,0.027,0.75,1,0,0,1,0
d8d5b84b-7bfb-450c-b925-a9e6b925f2b1,TEL-232-72-0518,8,0.27,0.157,0.75,0,0,1,1,0
8961511b-3288-4703-b7f9-8ff3a70bc173,CAR-025-73-1760,9,0.27,0.138,0.75,1,0,0,1,0
492e5a0f-092e-4410-8f6e-fa4c70ffb2cc,CAR-025-63-1514,7,0.26,0.128,0.75,0,1,0,1,0
594e1d6f-df3b-42ed-9083-7bbc50c2c542,CAR-025-40-0907,5,0.24,0.103,0.75,0,1,0,1,0
a5be4f40-22f4-43b3-8e9c-e386f67deb66,CAR-025-45-1008,4,0.17,0.035,0.75,0,1,0,1,0
a28995d5-2c53-4936-925e-31d3d54d3b0f,CAR-025-17-0385,5,0.23,0.078,0.75,1,0,0,1,0
65027516-59ad-4a99-938c-5b0815b855dc,CAR-025-27-0599,10,0.22,0.07,0.75,0,1,0,1,0
54f0a668-220f-44ad-8a5a-ee03fcef8598,CAR-025-75-1839,7,0.27,0.139,0.75,0,1,0,1,0
01c9f0d1-3b79-4d98-83c2-a22f17e4efe3,CAR-025-75-1850,2,0.13,0.013,0.75,1,0,0,1,0
883e6a6c-b2e6-46e6-a2f7-55b0ad73712d,CAR-025-16-0341,5,0.21,0.066,0.75,1,0,0,1,0
a9332e49-684b-4227-8509-82ae8e85ca9a,CAR-025-72-1689,3,0.17,0.029,0.75,1,0,0,1,0
35282f44-c91a-438d-ab47-5ee2083f4f4a,CAR-025-36-0840,6,0.22,0.077,0.75,0,1,0,1,0
332ac410-a729-470f-a32b-11381273d187,CAR-025-74-1794,8,0.23,0.098,0.75,1,0,0,1,0
bca8bfee-177a-4458-ab01-a650927f0803,CAR-025-3-0039,1,0.06,0.002,0.75,0,0,1,1,0
39694b0d-3e96-4502-8397-2a489b2ae729,CAR-025-36-0829,5,0.18,0.043,0.75,1,0,0,1,0
42befffa-cc5e-45a1-9ce7-008fc36fa7c8,CAR-025-71-1678,11,0.3,0.198,0.75,0,1,0,1,0
71aa89e1-6e89-4efe-91fa-4c320f57e375,CAR-025-15-0330,4,0.18,0.04,0.75,1,0,0,1,0
c3965329-c996-4900-adb7-c3883d1dbdfc,CAR-025-13-0244,3,0.11,0.009,0.75,0,1,0,1,0
ccc1a1f9-7fae-406b-afc2-3e0d1760355b,CAR-025-69-1635,5,0.2,0.053,0.75,1,0,0,1,0
50ff7617-f83b-4ad1-b68d-44a32f217c0b,CAR-025-25-0545,4,0.16,0.028,0.75,1,0,0,1,0
e2a206d4-53e6-422c-8dcb-fbf5ccb814b0,CAR-025-6-0155,7,0.22,0.09,0.75,1,0,0,1,0
33ec365c-b229-4bd8-96a4-3bba20baf3f0,CAR-025-48-1075,15,0.33,0.272,0.75,0,1,0,1,0
5d77b8ce-a18d-4092-96c0-eee540f780a6,CAR-025-7-0178,9,0.25,0.092,0.75,1,0,0,1,0
b3c9dcc0-5f4f-4fe3-b51d-4debc8fd5ffb,TEL-232-54-0415,3,0.11,0.007,0.75,0,0,1,1,0
ffd2e60d-54e8-4e30-8a08-5a1150f82afa,CAR-025-34-0775,4,0.17,0.032,0.75,1,0,0,1,0
e7dd1357-0fdf-4672-bcb4-a7f94132b6d6,TEL-232-54-0416,6,0.2,0.055,0.75,0,0,1,1,0
d38c6622-24e2-4113-95ec-1c8ed989d38c,CAR-025-70-1655,10,0.26,0.149,0.75,0,1,0,1,0
f25b402b-8140-4e58-b7cb-527c1683624b,CAR-025-7-0191,14,0.34,0.415,0.75,0,1,0,1,0
95e6eabd-5029-410d-926b-a18d6766dd9f,CAR-025-60-1421,11,0.34,0.381,0.75,1,0,0,1,0
d276849e-3b16-4b4d-ae4c-2a74e856f2e6,TEL-232-71-0479,4,0.2,0.055,0.75,0,0,1,1,0
20eb09e4-6c46-49ca-a413-5d5202e74d6f,TEL-232-23-0067,6,0.22,0.066,0.75,0,0,1,1,0
4868c7d8-6e2d-4605-b34c-bb333271c117,TEL-232-51-0308,9,0.26,0.127,0.75,0,0,1,1,0
cffe9bae-f4b6-4ae6-9a66-22644315b408,CAR-025-50-1115,6,0.21,0.057,0.75,0,1,0,1,0
397c6e28-5404-4109-94c5-a3922cdc82f0,TEL-232-72-0529,4,0.15,0.021,0.75,0,0,1,1,0
5ead76ba-908f-40bf-9862-b6e1e4c555d7,CAR-025-29-0664,2,0.12,0.011,0.75,0,0,1,1,0
b6ff620e-e248-49e8-920a-76f88c5f74f8,CAR-025-10-0205,4,0.17,0.04,0.75,0,1,0,1,0
79594d1d-70e4-4f8b-8f40-600325f02a8c,CAR-025-17-0417,1,0.09,0.004,0.75,0,0,1,1,0
892898c1-87e5-427e-bb9b-22e56b8b173c,CAR-025-3-0009,4,0.21,0.067,0.75,0,1,0,1,0
835ec248-81ca-4c77-ba26-82e51191e15c,CAR-025-28-0649,6,0.24,0.074,0.75,0,1,0,1,0
fb55de7d-0354-476c-89af-97d6dd47b757,CAR-025-5-0114,12,0.36,0.395,0.75,0,1,0,1,0
219d977a-199c-4c0f-b17d-a56df42dff6e,CAR-025-28-0620,4,0.15,0.022,0.75,1,0,0,1,0
547437da-b210-4e7f-a60e-0eba7d23903d,CAR-025-16-0371,1,0.07,0.002,0.75,0,0,1,1,0
17f12e13-81aa-40fb-befe-06c04264a014,CAR-025-27-0601,8,0.23,0.073,0.75,1,0,0,1,0
7a7b6a36-2828-47a9-889e-d777701351f9,TEL-232-71-0475,4,0.19,0.039,0.75,0,0,1,1,0
db344493-cb11-4d44-8735-ea119e6a9151,CAR-025-54-1208,4,0.14,0.02,0.75,0,1,0,1,0
cc31820e-42c8-4ea8-880d-a7b1d911f9ef,TEL-232-71-0476,9,0.22,0.079,0.75,0,0,1,1,0
5ea76b0a-3676-4094-b318-0e818f9d40df,CAR-025-72-1714,4,0.16,0.025,0.75,0,1,0,1,0
7a74ddb0-1765-4b92-a068-aac0ce76d1b3,CAR-025-18-0436,8,0.23,0.08,0.75,1,0,0,1,0
75f930ee-8fe5-465d-9964-5a14795a2eb2,TEL-232-23-0068,5,0.17,0.038,0.75,0,0,1,1,0
fb1bae6a-80aa-4d2d-badf-aa0b27587c5f,CAR-025-41-0973,3,0.13,0.016,0.75,0,1,0,1,0
375f57d1-240e-490d-aadb-b7396fe27caa,CAR-025-30-0729,12,0.33,0.261,0.75,0,1,0,1,0
a4eaba0c-d2fc-46a2-91d9-133dce18cb85,TEL-232-72-0526,6,0.22,0.073,0.75,0,0,1,1,0
83cce70d-65eb-4365-a8e0-6e99cccebbca,TEL-232-72-0525,17,0.29,0.163,0.75,0,0,1,1,0
7cb67bf9-244a-4aac-997a-a1d924668c5f,CAR-025-73-1739,6,0.24,0.087,0.75,0,1,0,1,0
49567c9a-6afa-4076-a285-f00aefed4183,TEL-232-51-0307,9,0.28,0.166,0.75,0,0,1,1,0
7109bdec-6589-4e44-8adf-ee683ec0f552,CAR-025-40-0937,14,0.41,0.603,0.75,0,1,0,1,0
702cd8b5-4466-4509-9a4d-e10a07f78015,CAR-025-19-0472,5,0.19,0.051,0.75,0,1,0,1,0
b2e05a3f-6549-4861-92e9-333285df13e1,CAR-025-63-1524,10,0.25,0.117,0.75,0,1,0,1,0
6ebea3ce-23cd-4602-b745-bd52e862a177,CAR-025-73-1750,6,0.21,0.064,0.75,1,0,0,1,0
a30b48eb-c625-498f-ab94-9c4fab4766f4,CAR-025-54-1237,1,0.06,0.001,0.75,0,0,1,1,0
08aed637-de20-45d3-aa6b-1a02fb47cd35,CAR-025-18-0460,1,0.07,0.003,0.75,0,0,1,1,0
abdff850-633b-4f91-b6a1-1d9600ea2bb8,CAR-025-5-0086,4,0.18,0.042,0.75,0,1,0,1,0
61f205db-0ae4-43da-b637-5a6368740a84,CAR-025-30-0716,7,0.27,0.156,0.75,0,1,0,1,0
4e697019-0b7d-440d-b406-2697bd40a113,CAR-025-39-0887,6,0.2,0.053,0.75,1,0,0,1,0
c744a7da-089c-42b9-9346-4e0613d9fdb5,CAR-025-4-0042,6,0.31,0.241,0.75,0,1,0,1,0
b53676a7-cc15-4fb2-bec8-b27e146ffd3d,CAR-025-55-1273,5,0.11,0.008,0.75,0,0,1,1,0
b09845f7-a317-4f9c-84bd-38a7acf0ba55,CAR-025-45-1007,6,0.24,0.109,0.75,0,1,0,1,0
d1303e47-85ed-4193-b330-b0f7fdfe6125,TEL-232-49-0259,2,0.09,0.005,0.75,0,0,1,1,0
073a78b0-f2e2-43f8-a7a8-c9e93d748a2d,TEL-232-22-0058,4,0.16,0.029,0.75,0,0,1,1,0
92cf8987-4a64-4152-9d41-45674420f9d9,CAR-025-31-0752,4,0.18,0.035,0.75,0,1,0,1,0
b4ceebda-39aa-4901-a21d-3906135ad179,CAR-025-40-0908,6,0.27,0.16,0.75,0,1,0,1,0
f5152865-1eda-4ae6-b8bc-07e2e7a5cb22,CAR-025-65-1542,10,0.23,0.083,0.75,1,0,0,1,0
00e33669-cec4-48d9-b9cd-3813f1433dea,CAR-025-27-0596,4,0.17,0.03,0.75,1,0,0,1,0
a024a8da-3df3-4282-b114-6cc895c99383,CAR-025-75-1836,9,0.29,0.172,0.75,0,1,0,1,0
8fcf95d1-1fbb-4e93-a02f-167c388c698a,CAR-025-74-1772,4,0.18,0.044,0.75,0,1,0,1,0
5bd29d94-ff2f-4962-94d1-944cf44fa217,CAR-025-3-0036,4,0.11,0.011,0.75,1,0,0,1,0
3dd16505-542c-444a-a607-7de764b94cc9,CAR-025-26-0552,4,0.2,0.055,0.75,0,1,0,1,0
ea241298-db1d-4733-9bac-372dbdc39fd4,CAR-025-62-1472,3,0.16,0.03,0.75,0,1,0,1,0
91360be6-a845-4caa-b77a-0be3ff44bb8c,CAR-025-72-1686,6,0.19,0.045,0.75,1,0,0,1,0
dfe9e434-cf9b-42c9-a190-9246b02a0b94,CAR-025-46-1046,4,0.18,0.036,0.75,1,0,0,1,0
fc22cf99-19ee-404c-bb5e-cd04f1ab67c9,CAR-025-51-1187,2,0.12,0.012,0.75,1,0,0,1,0
926d8d4b-91de-45e2-b944-ecaac2f7f98b,TEL-232-49-0256,5,0.17,0.036,0.75,0,0,1,1,0
b204e759-fb79-4442-a83f-dc2f092de415,TEL-232-22-0057,8,0.27,0.144,0.75,0,0,1,1,0
ef72999e-5439-4a52-aa8a-ce14702ac609,TEL-232-22-0054,4,0.17,0.04,0.75,0,0,1,1,0
a9244050-b846-4c78-83a8-3cb37fb08354,CAR-025-50-1143,3,0.18,0.033,0.75,1,0,0,1,0
33696a35-a0a7-454c-8a79-d0306c36e879,CAR-025-58-1393,1,0.07,0.002,0.75,0,0,1,1,0
9f2e37c6-6cb7-49a9-9fa5-b1407104ef87,CAR-025-25-0513,4,0.22,0.069,0.75,0,1,0,1,0
03206dfd-2401-4567-aba4-d5d3c3e8bc70,CAR-025-61-1433,9,0.32,0.23,0.75,0,1,0,1,0
5ad37e9a-8c85-4d48-b936-fc677c51ca27,CAR-025-57-1332,6,0.24,0.092,0.75,0,1,0,1,0
49d2c117-9c5f-46ec-b480-c03d4b34a72d,TEL-232-63-0432,6,0.23,0.079,0.75,0,0,1,1,0
3d05c165-624d-4652-9c72-c5d0c23f8178,TEL-232-63-0431,2,0.08,0.003,0.75,0,0,1,1,0
1cbb3fc2-1113-4402-86a7-7fdd288ee29e,CAR-025-76-1877,2,0.1,0.006,0.75,0,1,0,1,0
fea90984-8782-46b9-aa90-c4b63ac6ec56,CAR-025-66-1583,11,0.32,0.254,0.75,0,1,0,1,0
6d401355-c64e-4520-9c30-804faa279033,CAR-025-26-0573,6,0.25,0.101,0.75,0,1,0,1,0
f4514499-c696-442d-bd69-dfd51ec54285,TEL-232-74-0596,2,0.13,0.014,0.75,0,0,1,1,0
7e445c81-1fbd-4732-b327-01742ddd042c,CAR-025-62-1453,4,0.18,0.048,0.75,1,0,0,1,0
319d41f5-8859-4b4a-9225-54109ff96273,TEL-232-74-0595,4,0.15,0.023,0.75,0,0,1,1,0
84911f73-d829-4b64-b893-1e4fc5d5ad6f,CAR-025-3-0017,4,0.18,0.039,0.75,0,1,0,1,0
0a9f44df-8d57-485c-8470-bb224d38e35d,CAR-025-17-0409,6,0.24,0.07,0.75,1,0,0,1,0
b59965dd-5be2-48e9-a603-8a3e0a23edcb,CAR-025-28-0657,11,0.24,0.099,0.75,1,0,0,1,0
c9ee3d78-646c-4cf1-a916-abf5bd6a68cd,TEL-232-50-0281,8,0.25,0.117,0.75,0,0,1,1,0
71572e4a-faca-4094-be60-cdeaf4dcd4c0,TEL-232-54-0389,3,0.12,0.012,0.75,0,0,1,1,0
fc1890ad-3f36-460e-ba30-041a9566984d,CAR-025-63-1497,4,0.21,0.053,0.75,1,0,0,1,0
73ef82b7-b46e-4920-a578-02cad957d69b,CAR-025-75-1817,4,0.16,0.026,0.75,1,0,0,1,0
e5aeccb4-5dcb-4413-9836-54f83713b00b,TEL-232-50-0282,6,0.22,0.068,0.75,0,0,1,1,0
fb9a912e-a1be-4cee-aade-7440668ca03c,CAR-025-29-0693,4,0.14,0.017,0.75,0,1,0,1,0
c33393df-d393-40b3-8510-0feceea754f5,CAR-025-65-1563,4,0.2,0.063,0.75,0,1,0,1,0
08804a8d-76cd-4825-97fc-d5c4c5aca9a9,CAR-025-40-0929,1,0.07,0.003,0.75,0,0,1,1,0
2b6e2e87-79cb-44bd-abb4-f2e258787305,CAR-025-38-0862,9,0.26,0.143,0.75,0,1,0,1,0
ca246a31-84c7-4981-82a1-ada9200349e1,CAR-025-55-1252,4,0.18,0.037,0.75,0,1,0,1,0
40488243-5ba8-4238-890d-9e2a7e4ef181,CAR-025-45-1026,10,0.29,0.21,0.75,1,0,0,1,0
7c08a3f3-438b-4d25-9b9e-69f30e936fe1,CAR-025-40-0940,3,0.13,0.014,0.75,0,1,0,1,0
fdca1771-50d5-4622-9749-d692bdca0b65,CAR-025-19-0485,4,0.17,0.03,0.75,0,1,0,1,0
70f8862e-7c14-4630-bc86-62182f8d63ac,CAR-025-4-0063,11,0.37,0.391,0.75,0,1,0,1,0
e8123e9e-0cfd-4f89-b476-84302160d021,CAR-025-73-1727,7,0.25,0.103,0.75,0,1,0,1,0
2a6b13d3-3ec4-4021-8b33-4c24b662f237,TEL-232-47-0186,6,0.22,0.074,0.75,0,0,1,1,0
41258c43-ade1-4d68-9f5a-6a4516a78630,TEL-232-47-0185,6,0.21,0.063,0.75,0,0,1,1,0
c0d9d4c8-ef21-4bf1-b51e-fadbcf557da7,TEL-232-52-0358,2,0.09,0.004,0.75,0,0,1,1,0
570f6825-d7ca-452d-a1e8-d906691c33fe,CAR-025-18-0428,8,0.26,0.12,0.75,1,0,0,1,0
2c18eefc-d2cd-4a01-b179-0f1b25171d28,CAR-025-18-0441,8,0.24,0.1,0.75,1,0,0,1,0
df98a37b-f8de-4bf8-b509-3b9f05483de8,CAR-025-41-0984,8,0.23,0.108,0.75,1,0,0,1,0
b702fc7a-7b84-45d2-9737-c522d7b9eb3e,CAR-025-54-1216,6,0.21,0.063,0.75,0,1,0,1,0
b6baf6b5-0d6d-48d7-b8ed-d75f6f50ca87,TEL-232-75-0606,4,0.19,0.051,0.75,0,0,1,1,0
9c8f1c1f-7992-4f03-8773-1b3cf421213d,TEL-232-74-0599,2,0.1,0.007,0.75,0,0,1,1,0
310a19f0-1e14-40fe-8f6b-08b4f873d793,CAR-025-34-0802,2,0.12,0.01,0.75,0,1,0,1,0
17a0e319-adf0-4e41-81d8-b3b5f1e72967,CAR-025-34-0782,9,0.28,0.153,0.75,1,0,0,1,0
f140e3f0-8c33-47cd-bce2-13151750eada,CAR-025-7-0166,1,0.06,0.002,0.75,0,0,1,1,0
01bcf344-0900-41cd-b51a-fb40266a6ff1,CAR-025-68-1606,5,0.23,0.067,0.75,1,0,0,1,0
5a3e1a4a-236b-440c-a8d3-38fc342deefb,TEL-232-54-0385,5,0.18,0.036,0.75,0,0,1,1,0
5d0359e5-589d-4020-b397-a004e49f20e9,TEL-232-54-0386,4,0.14,0.019,0.75,0,0,1,1,0
94d0239e-134b-4e94-baa5-da89f13cc022,CAR-025-13-0233,6,0.23,0.093,0.75,0,1,0,1,0
979deb25-dd7a-4691-ae81-026f0d5543aa,CAR-025-25-0532,4,0.2,0.053,0.75,0,1,0,1,0
6834148a-6c91-4f21-bf4f-22cd835110e0,CAR-025-6-0122,4,0.15,0.02,0.75,0,1,0,1,0
